station_number, station_name, measurement_height, latitude, longitude, readings_from, readings_to, elevation
81640,Ursholmen,2,58.8333,11,1963-01-01 00:00:00,1964-12-31 23:59:59,6
82000,Alvhem,2,58.0067,12.1454,1965-01-01 00:00:00,1991-12-31 23:59:59,5
82010,Vårgårda-Hägrunga,2,58.0166,12.8333,1962-08-01 00:00:00,1977-06-30 23:59:59,148
82030,Garn,2,58.0492,12.1563,1994-03-02 06:00:00,2008-10-31 23:59:59,15
82090,Åsbräcka-Torpabron V,2,58.19969,12.15406,1996-03-01 00:00:00,2016-10-01 07:00:00,17
82110,Gendalen,2,58.1589,12.647,1962-10-01 00:00:00,2016-08-31 23:59:59,90
82190,Trollhättans Flygplats,2,58.3141,12.3292,1961-01-01 00:00:00,1979-07-31 23:59:59,43
82230,Vänersborg,2,58.3552,12.3616,1949-01-01 00:00:00,2016-08-31 23:59:59,50
82250,Såtenäs D,2,58.4397,12.6928,2002-06-01 00:00:00,2010-06-30 23:59:59,55
82260,Såtenäs,2,58.4358,12.7075,1970-05-29 00:00:00,2016-10-01 08:00:00,54
82350,Erikstad-Bergarud V,2,58.60033,12.41302,1996-03-01 00:00:00,2016-10-01 08:00:00,59
82360,Kroppefjäll-Granan A,2,58.6068,12.1999,1995-08-01 00:00:00,2016-10-01 08:00:00,174
82380,Erikstad,2,58.6336,12.4129,1978-10-01 00:00:00,1988-02-29 23:59:59,65
82490,Bäckefors,2,58.8055,12.1581,1949-01-01 00:00:00,1964-03-31 23:59:59,150
82540,Bastorp,2,58.904,12.038,1965-01-01 06:00:00,1996-01-31 23:59:59,150
82620,Trollhättan,2,58.3,12.3166,1961-01-01 00:00:00,1967-02-28 23:59:59,42
82650,Ödebyn,2,58.7833,12.1833,1954-05-01 00:00:00,1964-03-31 23:59:59,150
83040,Kymbo V,2,58.0794,13.78495,1996-03-01 00:00:00,2016-10-01 08:00:00,222
83050,Simonstorp,2,58.0788,13.3957,1961-01-01 00:00:00,2004-12-31 23:59:59,190
83090,Falköping,2,58.1584,13.5397,1961-01-01 00:00:00,1972-01-31 23:59:59,205
83130,Längjum,2,58.2212,13.0607,1965-01-01 00:00:00,2004-12-31 23:59:59,95
83170,Borgunda,2,58.288,13.7995,1971-02-01 00:00:00,1996-01-31 23:59:59,181
83190,Hällum A,2,58.3221,13.0406,1995-12-15 00:00:00,2016-10-01 08:00:00,70
83200,Skara-Stenum,2,58.37,13.52,1971-11-01 00:00:00,1973-04-30 23:59:59,130
83210,Lanna,2,58.3476,13.1296,1961-01-01 00:00:00,1985-11-30 23:59:59,80
83230,Skövde,2,58.3949,13.8436,1961-01-01 00:00:00,2016-09-30 23:59:59,150
83240,Skara-Ekeberg,2,58.4,13.55,1969-07-01 00:00:00,1971-10-31 23:59:59,130
83260,Skara-Västerskog,2,58.38,13.33,1973-05-01 00:00:00,1973-09-30 23:59:59,105
83270,Skara,2,58.4072,13.4407,2001-11-01 00:00:00,2016-09-30 23:59:59,115
83280,Remningstorp,2,58.4529,13.6671,1996-08-20 00:00:00,2016-08-31 23:59:59,140
83320,Lidköping,2,58.4666,13.1166,1961-01-01 00:00:00,1980-12-31 23:59:59,50
83340,Västerplana,2,58.5586,13.3508,1965-01-01 06:00:00,1991-06-30 23:59:59,128
83420,Naven A,2,58.6998,13.1109,1996-06-01 00:00:00,2016-10-01 08:00:00,53
83440,Mariestad,2,58.7136,13.823,1982-11-15 00:00:00,2016-08-31 23:59:59,50
83450,Pålgrunden A,2,58.7588,13.1554,2015-10-01 00:00:00,2015-10-31 23:59:59,45
83460,Lurö,2,58.7904,13.2534,1982-03-01 00:00:00,1997-08-04 23:59:59,55
83540,Åkershus,2,58.898,13.2517,1965-12-01 00:00:00,1996-01-31 23:59:59,50
83610,Högstena,2,58.2333,13.7166,1962-09-01 00:00:00,1964-12-31 23:59:59,211
83620,Skara,2,58.4,13.45,1949-02-01 00:00:00,1969-03-31 23:59:59,116
83640,Björnegården,2,58.5166,13.0666,1949-01-01 00:00:00,1963-03-31 23:59:59,75
83650,Lurö,2,58.8,13.25,1965-01-01 00:00:00,1965-10-31 23:59:59,55
83670,Klagstorp,2,58.3331352,13.88040497,1961-01-01 00:00:00,1963-12-31 23:59:59,130
84020,Tranås,2,58.0389,14.9853,1961-12-01 00:00:00,1973-05-31 23:59:59,155
84050,Visingsö A,2,58.0951,14.4086,1995-12-15 00:00:00,2016-10-01 08:00:00,94
84060,Visingsö,2,58.0908,14.401,1965-01-01 00:00:00,1986-02-28 23:59:59,110
84260,Örberga,2,58.4274,14.826,1990-11-01 00:00:00,1993-03-31 23:59:59,105
84310,Karlsborg Mo,2,58.5185,14.5126,1951-01-01 00:00:00,1993-12-31 23:59:59,94
84340,Axstål Mo,2,58.5719,14.5722,2006-06-01 00:00:00,2016-10-01 08:00:00,91
84390,Fägre,2,58.6493,14.1265,1965-07-01 00:00:00,1979-06-30 23:59:59,97
84470,Älgarås,2,58.7906,14.3188,1978-01-01 00:00:00,1984-12-31 23:59:59,130
84520,Gårdsjö A,2,58.8772,14.3903,1995-08-01 00:00:00,2016-10-01 08:00:00,211
84580,Snavlunda,2,58.9671,14.8987,1972-08-19 00:00:00,1983-08-31 23:59:59,144
84610,Gränna,2,58.0333,14.4666,1965-01-01 00:00:00,1965-05-31 23:59:59,130
84620,Bällefors,2,58.5833,14.1166,1949-07-01 00:00:00,1964-11-30 23:59:59,90
84660,Askersund,2,58.88,14.9,1961-01-01 00:00:00,1963-01-31 23:59:59,100
85020,Tranås Aut,2,58.03,15.0206,1990-11-01 00:00:00,1991-06-30 23:59:59,185
85040,Malexander,2,58.0729,15.2352,1967-12-01 00:00:00,1983-04-13 23:59:59,153
85050,Malexander A,2,58.0718,15.2359,1995-10-01 00:00:00,2016-10-01 08:00:00,195
85130,Åtvidaberg,2,58.2,15.9833,1961-01-01 00:00:00,1975-02-28 23:59:59,100
85160,Bjärka-Säby,2,58.2662,15.7431,1961-01-01 00:00:00,1984-03-31 23:59:59,100
85180,Härsnäs,2,58.2886,15.237,2007-06-01 00:00:00,2016-09-30 23:59:59,119
85210,Herrberga,2,58.3935,15.2184,1977-11-01 00:00:00,2007-04-30 23:59:59,90
85220,Öjebro,2,58.3833,15.2,1961-01-01 00:00:00,1977-09-30 23:59:59,85
85240,Malmslätt,2,58.4004,15.5327,1949-01-01 00:00:00,2016-10-01 08:00:00,93
85250,Linköping,2,58.4166,15.6333,1961-01-01 00:00:00,1977-08-31 23:59:59,64
85270,Västerlösa,2,58.4447,15.3772,2002-05-01 00:00:00,2011-02-28 23:59:59,75
85280,Skärkind,2,58.472,16.0017,1978-01-01 00:00:00,2000-08-31 23:59:59,60
85390,Kvarn Mo,2,58.6277,15.4372,2010-03-01 00:00:00,2016-10-01 08:00:00,72
85410,Finspång,2,58.7104,15.8215,1990-11-01 00:00:00,1993-03-31 23:59:59,41
85450,Godegård,2,58.7936,15.1694,1961-01-01 00:00:00,1988-02-29 23:59:59,130
85460,Kettstaka A,2,58.7165,15.03,1995-08-01 00:00:00,2016-10-01 08:00:00,225
85490,Zinkgruvan,2,58.8063,15.1285,1983-09-01 00:00:00,2016-08-31 23:59:59,215
85520,Mariedamm,2,58.8509,15.164,1970-11-01 00:00:00,1983-03-31 23:59:59,132
85600,Adelsnäs,2,58.19981831,15.98018143,1945-01-01 00:00:00,1945-08-31 23:59:59,97
85630,Västra Ny,2,58.65,15.05,1961-01-01 00:00:00,1966-12-31 23:59:59,120
85650,Kärnskogen,2,58.85,15.2833,1951-01-01 00:00:00,1963-04-30 23:59:59,108
86090,Falerum,2,58.1425,16.2102,1968-07-01 00:00:00,1979-04-30 23:59:59,80
86130,Valdemarsvik,2,58.2148,16.5828,1990-11-01 00:00:00,1993-03-31 23:59:59,10
86200,Holma,2,58.3339,16.8157,1962-05-01 00:00:00,1996-11-30 23:59:59,5
86330,Marviken,2,58.5491,16.8157,1965-05-01 00:00:00,2002-06-30 23:59:59,10
86340,Norrköping-SMHI,2,58.5833,16.15,1993-04-28 00:00:00,2013-08-04 23:59:59,21
86350,Norrköping-Kungsängen,2,58.5842,16.2383,1972-10-01 00:00:00,1980-08-31 23:59:59,5
86360,Norrköping,2,58.606,16.2127,1961-01-01 00:00:00,1964-03-31 23:59:59,3
86370,Norrköping-Sörby,2,58.6082,16.1212,1949-01-01 00:00:00,1993-06-30 23:59:59,27
86420,Kolmården-Strömsfors A,2,58.6894,16.3103,1995-12-15 00:00:00,2016-10-01 08:00:00,153
86440,Stavsjö Aut,2,58.7333,16.3667,1993-07-01 00:00:00,1996-03-01 23:59:59,60
86470,Simonstorp,2,58.78468,16.15439,2014-06-01 00:00:00,2014-12-03 23:59:59,80
86480,Nyköpings Flygplats,2,58.7833,16.9166,1951-07-01 00:00:00,1979-06-30 23:59:59,42
86570,Ripsa,2,58.9817,16.9168,1990-11-01 00:00:00,1993-04-01 23:59:59,40
86610,Tyllinge,2,58.0166,16.0833,1965-01-01 00:00:00,1968-06-30 23:59:59,110
87140,Harstena A,2,58.2505,17.0106,1995-12-15 00:00:00,2016-10-01 08:00:00,14
87150,Harstena,2,58.2502,17.0095,1951-01-01 00:00:00,2001-12-10 23:59:59,5
87360,Gustaf Dalen A,2,58.5929,17.4704,1996-01-01 00:00:00,2008-11-30 23:59:59,25
87400,Oxelösund,2,58.6777,17.1223,1961-01-01 00:00:00,2016-08-31 23:59:59,10
87440,Landsort A,2,58.7433,17.8716,1996-02-01 00:00:00,2016-10-01 08:00:00,18
87450,Landsort,2,58.7421,17.8716,1997-05-01 00:00:00,2006-06-30 23:59:59,13
87540,Trosa,2,58.9,17.5666,1961-01-01 00:00:00,1980-11-30 23:59:59,5
88570,Utö,2,58.9502,18.2669,1985-10-01 00:00:00,1994-09-30 23:59:59,40
88580,Stabbo,2,58.9733,18.4493,1973-02-01 00:00:00,1986-11-30 23:59:59,7
89230,Gotska Sandön A,2,58.3943,19.1975,1995-12-15 00:00:00,2016-10-01 08:00:00,16
89240,Gotska Sandön,2,58.3928,19.197,1949-01-01 00:00:00,2006-12-31 23:59:59,12
89560,Huvudskär Ost A,2,58.9334,19.1833,2004-09-01 00:00:00,2010-07-15 00:00:00,4
91130,Bredviken,2,59.2184,11.9858,1961-01-01 00:00:00,1997-04-30 23:59:59,100
91370,Djurskog,2,59.6072,11.9321,1968-01-01 00:00:00,2002-06-30 23:59:59,280
91520,Hångstad,2,59.8633,11.9746,1969-05-01 00:00:00,1986-02-28 23:59:59,130
91620,Lennartsfors,2,59.3,11.9333,1951-01-01 00:00:00,1964-09-30 23:59:59,125
91660,Högsäter,2,59.88,11.97,1965-01-01 00:00:00,1969-04-30 23:59:59,135
92030,Åmål,2,59.0542,12.6969,1963-01-01 00:00:00,1979-10-31 23:59:59,60
92100,Säffle,2,59.1412,12.9359,1962-01-01 00:00:00,2016-08-31 23:59:59,50
92130,Blomskog A,2,59.2217,12.078,1996-01-01 00:00:00,2016-09-30 23:59:59,170
92170,Blomskog,2,59.2891,12.0542,1964-10-01 06:00:00,1995-12-31 23:59:59,110
92400,Arvika,2,59.6658,12.591,1983-11-28 00:00:00,1995-12-31 23:59:59,77
92410,Arvika A,2,59.6747,12.6381,1996-01-01 00:00:00,2016-10-01 08:00:00,66
93220,Karlstad Flygplats,2,59.4446,13.3374,1997-10-01 00:00:00,2016-10-01 08:00:00,107
93230,Karlstad Aut,2,59.361,13.4728,1986-09-01 00:00:00,1994-08-31 23:59:59,46
93250,Karlstad,2,59.384,13.4455,1999-03-01 00:00:00,2008-09-30 23:59:59,80
93360,Molkom,2,59.6166,13.75,1969-11-01 00:00:00,1979-01-31 23:59:59,93
93520,Sunne A,2,59.8644,13.1193,1995-08-01 00:00:00,2016-10-01 08:00:00,110
93580,Forshult,2,59.9445,13.5335,1961-01-01 00:00:00,1973-12-31 23:59:59,110
93640,Sutterhöjden,2,59.5833,13.9333,1951-01-01 00:00:00,1969-10-31 23:59:59,153
93650,Sunne,2,59.85,13.1666,1965-01-01 00:00:00,1965-10-31 23:59:59,85
94050,Åtorp,2,59.0966,14.3678,1965-01-01 00:00:00,2016-08-31 23:59:59,105
94140,Degerfors,2,59.2333,14.45,1961-01-01 00:00:00,1976-12-31 23:59:59,85
94170,Villingsberg,2,59.2833,14.7,1951-01-01 00:00:00,1979-07-31 23:59:59,148
94180,Kristinehamn,2,59.3107,14.1019,1961-01-01 00:00:00,2016-09-30 23:59:59,82
94190,Kilsbergen-Suttarboda A,2,59.3,14.8986,1995-08-01 00:00:00,2016-10-01 08:00:00,219
94370,Asphyttan,2,59.6112,14.1859,1982-08-01 00:00:00,1996-01-31 23:59:59,130
94390,Daglösen A,2,59.6616,14.1831,1995-08-01 00:00:00,2016-10-01 08:00:00,133
94410,Gammalkroppa,2,59.6833,14.3166,1961-01-01 00:00:00,1976-05-31 23:59:59,200
94430,Filipstad,2,59.7166,14.1666,1961-01-01 00:00:00,1975-08-31 23:59:59,141
94450,Persberg,2,59.7497,14.2354,1976-09-01 00:00:00,1984-12-31 23:59:59,225
94580,Ställdalen,2,59.9268,14.8881,1991-03-01 00:00:00,2000-04-30 23:59:59,257
94660,Stångfallet,2,59.95,14.8833,1961-01-01 00:00:00,1967-01-31 23:59:59,230
95020,Högsjö,2,59.0297,15.6858,1961-01-01 00:00:00,1993-12-31 23:59:59,69
95030,Vingåker,2,59.0667,15.9667,1970-05-01 00:00:00,1972-04-30 23:59:59,48
95130,Örebro A,2,59.2289,15.0455,2009-12-01 00:00:00,2016-10-01 08:00:00,53
95140,Örebro Flygplats,2,59.2334,15.05,1988-12-01 00:00:00,1993-04-30 23:59:59,57
95160,Örebro,2,59.2782,15.1574,1988-05-01 00:00:00,2005-06-30 23:59:59,35
95170,Örebro Aut,2,59.2671,15.2686,1990-11-01 00:00:00,1996-08-15 23:59:59,23
95230,Arboga,2,59.3833,15.8333,1952-02-01 00:00:00,1968-12-31 23:59:59,50
95320,Fellingsbro-Finnåker,2,59.5345,15.5857,1982-09-01 00:00:00,1996-01-31 23:59:59,51
95350,Lindesberg,2,59.5737,15.2365,1961-01-01 00:00:00,1986-03-31 23:59:59,70
95380,Grönbo,2,59.6396,15.418,1997-08-01 00:00:00,2003-02-28 23:59:59,85
95490,Riddarhyttan,2,59.8085,15.5555,1968-03-01 00:00:00,1984-06-30 23:59:59,155
95500,Skinnskatteberg,2,59.8333,15.6833,1961-01-01 00:00:00,1974-06-30 23:59:59,113
95530,Kloten,2,59.8707,15.2544,1978-06-01 00:00:00,2010-08-31 23:59:59,285
95540,Kloten A,2,59.8709,15.2553,2009-08-01 00:00:00,2016-10-01 08:00:00,289
95620,Örebro,2,59.2448,15.2854,1949-01-01 00:00:00,1964-02-29 23:59:59,36
95640,Uttersberg,2,59.75,15.6666,1965-01-01 00:00:00,1967-12-31 23:59:59,95
96000,Valla,2,59.0185,16.3709,1980-01-01 00:00:00,2014-07-31 23:59:59,50
96030,Strängstorp,2,59.05,16.2166,1963-07-01 00:00:00,1979-12-31 23:59:59,62
96040,Floda A,2,59.0561,16.3975,1995-11-21 00:00:00,2016-10-01 08:00:00,19
96120,Dunker,2,59.1469,16.8536,1992-10-01 00:00:00,1995-02-28 23:59:59,35
96140,Eklången,2,59.2361,16.7462,1993-11-01 00:00:00,2012-07-31 23:59:59,35
96190,Eskilstuna A,2,59.3832,16.4549,2008-01-18 06:00:00,2016-09-30 23:59:59,15
96220,Eskilstuna Aut,2,59.3868,16.4648,1990-11-01 00:00:00,1993-03-31 23:59:59,9
96230,Eskilstuna,2,59.3867,16.4647,1963-01-01 00:00:00,1983-12-31 23:59:59,8
96310,Köping,2,59.5171,15.9909,1968-07-01 00:00:00,1988-09-30 23:59:59,10
96350,Västerås,2,59.5976,16.6326,1998-12-01 00:00:00,2000-08-31 23:59:59,15
96370,Västerås,2,59.6166,16.55,1961-01-01 00:00:00,1972-10-31 23:59:59,10
96550,Sala,2,59.9045,16.6607,1970-11-01 00:00:00,2016-08-31 23:59:59,60
96560,Sala A,2,59.9098,16.6875,1995-08-01 00:00:00,2016-10-01 08:00:00,57
96600,Flodafors,2,59.0666,16.3666,1962-07-01 00:00:00,1963-06-30 23:59:59,50
96610,Bie,2,59.08304351,16.21345182,1945-01-01 00:00:00,1945-07-31 23:59:59,21
97100,Tullinge A,2,59.1789,17.9125,1995-12-15 00:00:00,2016-10-01 08:00:00,45
97110,Riksten,2,59.1833,17.9167,1969-11-03 00:00:00,1985-06-30 23:59:59,54
97120,Södertälje,2,59.182,17.6186,1995-11-01 00:00:00,2015-03-31 23:59:59,40
97150,Åkers Styckebruk,2,59.2511,17.0879,1961-01-01 00:00:00,1981-09-30 23:59:59,20
97170,Mariefred,2,59.2661,17.2342,1981-10-01 00:00:00,1983-01-31 23:59:59,10
97180,Nyckleby,2,59.3,17.7166,1961-01-01 00:00:00,1972-06-30 23:59:59,25
97190,Beckomberga,2,59.3658,17.8974,1957-01-01 00:00:00,1986-12-31 23:59:59,15
97200,Stockholm-Bromma,2,59.3537,17.9513,1949-01-01 00:00:00,2016-10-01 08:00:00,14
97210,Ulvhäll,2,59.3619,17.044,1961-01-01 00:00:00,1980-02-29 23:59:59,5
97240,Lyckås,2,59.4,17.6666,1961-01-01 00:00:00,1974-03-31 23:59:59,15
97260,Barkarby,2,59.4166,17.8833,1949-01-01 00:00:00,1973-09-30 23:59:59,17
97270,Strängnäs,2,59.402,17.0605,1980-05-01 00:00:00,1989-12-31 23:59:59,25
97280,Adelsö A,2,59.3582,17.5244,1995-12-15 00:00:00,2016-10-01 08:00:00,6
97370,Enköping Mo,2,59.6557,17.1121,2007-09-01 00:00:00,2016-10-01 09:00:00,26
97390,Arlanda,2,59.6557,17.9462,1962-01-01 00:00:00,1997-12-31 23:59:59,38
97400,Stockholm-Arlanda,2,59.6269,17.9545,2008-02-01 00:00:00,2016-10-01 09:00:00,42
97490,Ultuna,2,59.8139,17.6469,1961-01-01 00:00:00,2003-08-31 23:59:59,15
97510,Uppsala Aut,2,59.8586,17.6253,1985-06-01 00:00:00,2016-10-01 09:00:00,13
97520,Uppsala,2,59.8585,17.6252,1961-01-01 00:00:00,1985-05-31 23:59:59,13
97530,Uppsala Flygplats,2,59.8953,17.5935,1951-01-01 00:00:00,2016-10-01 09:00:00,21
97620,Vängsö,2,59.1166,17.2,1951-01-01 00:00:00,1960-12-31 23:59:59,15
97630,Aske,2,59.6166,17.65,1947-09-01 00:00:00,1963-09-30 23:59:59,15
98040,Berga Mo,2,59.0688,18.1184,2010-03-01 00:00:00,2016-10-01 09:00:00,4
98140,Stormyra,2,59.2032,18.3308,1978-12-01 00:00:00,1981-06-30 23:59:59,30
98160,Skarpö A,2,59.2996,18.7047,1995-11-01 00:00:00,2014-04-30 23:59:59,16
98170,Sandhamn,2,59.2901,18.9179,1965-12-01 00:00:00,1969-08-31 23:59:59,15
98180,Gustavsberg,2,59.3226,18.3725,1971-01-01 00:00:00,2015-01-31 23:59:59,10
98200,Värtan,2,59.35,18.1,1968-11-01 00:00:00,1972-12-31 23:59:59,20
98210,Stockholm,2,59.342,18.0575,1961-01-01 00:00:00,2016-09-30 23:59:59,44
98230,Stockholm A,2,59.3421,18.0577,1996-10-01 00:00:00,2016-10-01 09:00:00,44
98260,Röskär,2,59.4166,18.1666,1961-01-01 00:00:00,1979-10-31 23:59:59,15
98290,Husarö,2,59.5052,18.8417,1969-06-01 00:00:00,2014-12-31 23:59:59,10
98400,Kårsta,2,59.6575,18.2718,1961-01-01 00:00:00,1992-02-29 23:59:59,20
98460,Norrtälje,2,59.7506,18.7091,1974-10-29 00:00:00,1984-03-31 23:59:59,25
98490,Svanberga A,2,59.8321,18.6348,1995-08-01 00:00:00,2016-10-01 09:00:00,15
98510,Norrtälje-Väsby,2,59.8524,18.7296,1989-01-01 00:00:00,1994-10-31 23:59:59,10
98610,Berga,2,59.0833,18.1166,1945-01-01 00:00:00,1957-11-30 23:59:59,15
99090,Almagrundet A,2,59.1547,19.1298,1995-10-11 00:00:00,2010-02-28 23:59:59,3
99270,Svenska Högarna,2,59.4445,19.5059,1951-01-01 00:00:00,2016-09-30 23:59:59,12
99280,Svenska högarna A,2,59.4428,19.5058,2010-06-01 00:00:00,2016-10-01 09:00:00,12
99330,Svenska Björn Aut,2,59.55,20.02,1985-04-01 00:00:00,1994-02-11 09:00:00,1
99450,Söderarm A,2,59.7534,19.4087,1951-01-01 00:00:00,1995-10-31 23:59:59,5
